Contig ,MW_10,MW_9,MW_1,MW_2,MW_3,MW_5,MW_6,MW_7,MW_8,MD_11,MD_12,MD_13,MD_14,MD_15,MD_16,MD_17,MD_18,Log2FC(+We),DE/NDE(+We),DE/NDE(no We)
Ref_259_comp23946_c0_seq1,4.473,2.178,1.607,1.224,2.842,3.504,2.275,3.672,2.66,2.276,2.068,2.683,3.277,1.996,2.65,2.999,2.931,-0.189,NDE,NDE
Ref_080R_comp13883_c0_seq1,12.554,15.479,12.883,12.108,13.007,15.681,8.23,14.386,11.763,18.923,11.054,10.564,14.71,16.058,13.371,7.866,20.901,-0.045,NDE,NDE
Ref_080R_comp17923_c0_seq1,5.675,2.649,3.273,1.611,2.497,2.542,4.495,6.15,3.153,5.697,4.612,3.815,8.023,3.701,3.554,3.661,3.054,0.199,NDE,NDE
Ref_080R_comp10331_c1_seq1,0,0,2.894,0.551,1.324,0,3.159,5.871,1.96,0.546,1.277,0.374,0,0,0,0,0,-2.609,NDE,NDE
Ref_080R_comp2741_c0_seq1,7.234,51.002,16.663,10.508,12.023,7.116,41.889,11.233,11.706,6.933,39.661,14.998,6.964,11.683,23.129,39.992,54.71,0.436,NDE,NDE
Ref_25_comp11693_c0_seq1,8.69,16.4,9.629,10.018,10.006,10.41,9.123,8.837,8.187,11.778,11.382,9.762,11.102,17.821,12.351,11.894,13.955,0.144,NDE,NDE
Ref_25_comp20410_c0_seq1,5.175,9.042,6.446,0.556,4.862,0.686,1.181,0.801,1.199,6.937,6.152,5.235,4.765,6.786,5.997,4.9,7.3,0.77,NDE,NDE
Ref_080R_comp21425_c0_seq1,0.069,0,0.049,0,0.169,0.131,1.26,0.074,0.061,0,0,0,0,0.096,0.175,0,0.069,-2.306,NDE,NDE
Ref_080R_comp4830_c0_seq1,29.032,42.237,39.86,20.765,28.692,29.982,32.609,37.82,33.92,35.816,27.919,41.138,29.735,31.99,31.281,34.634,34.451,-0.1,NDE,NDE
Ref_25_comp14737_c0_seq1,7.042,6.259,20.84,5.949,13.855,5.673,13.651,4.879,9.474,18.665,4.907,19.534,7.906,6.233,22.663,27.879,13.061,0.573,NDE,NDE
Ref_220_comp20535_c0_seq1,2.386,1.478,4.371,1.744,1.697,1.706,4.989,2.494,2.43,2.483,2.305,1.88,3.763,1.068,1.798,1.835,1.872,-0.386,NDE,NDE
Ref_259_comp13279_c0_seq1,3.555,7.196,8.724,3.127,3.276,5.105,7.147,5.809,5.678,6.454,5.874,4.54,8.408,0.885,4.337,8.219,3.662,-0.336,NDE,NDE
Ref_259_comp14557_c0_seq1,4.564,1.848,3.789,4.127,5.013,6.634,4.597,2.327,3.182,8.539,6.479,6.564,5.13,1.614,4.075,13.028,3.009,0.505,NDE,NDE
Ref_220_comp22387_c0_seq1,5.969,2.26,4.706,4.799,4.094,4.093,8.503,2.181,2.008,2.418,8.699,3.877,1.704,4.497,3.826,7.121,3.671,-0.056,NDE,NDE
Ref_259_comp25469_c0_seq1,4.122,1.839,1.464,1.482,1.882,1.052,1.317,2.581,2.165,4.272,1.348,1.404,1.697,4.56,3.347,2.055,1.29,0.266,NDE,NDE
Ref_25_comp6940_c0_seq1,24.158,26.008,24.54,24.396,18.769,31.057,16.698,18.452,13.33,22.878,42.45,21.166,23.652,28.828,22.402,17.562,26.968,0.07,NDE,NDE
Ref_080R_comp2672_c0_seq1,10.96,0.111,0.053,17.184,15.48,6.737,34.501,0.08,10.893,8.691,0,0.094,24.301,30.123,9.377,0.069,4.587,-0.25,NDE,NDE
Ref_259_comp1798_c0_seq1,76.563,83.201,99.098,43.898,59.234,59.779,64.375,86.243,80.839,109.8,79.044,90.262,83.462,62.019,57.899,73.303,83.123,-0.066,NDE,NDE
Ref_259_comp11019_c0_seq1,1.642,25.281,11.77,6.105,7.438,10.646,6.689,0.785,5.817,4.866,6.264,6.723,2.88,32.897,3.886,5.719,20.013,0.202,NDE,NDE
Ref_259_comp17892_c0_seq1,1.087,1.714,3.011,1.324,1.063,1.09,4.093,1.85,1.339,1.673,0,0,1.501,1.234,1.583,1.29,1.145,-0.789,NDE,NDE
Ref_220_comp4181_c0_seq1,0.451,0.206,0.169,0.185,0.101,0.981,0.508,0.289,1.847,2.04,0.268,0.131,2.544,0.029,3.607,5.623,0.557,1.051,NDE,NDE
Ref_259_comp36902_c0_seq1,5.085,1.973,0.581,2.652,1.045,18.664,6.834,5.448,0.876,0,0,1.55,0.838,0,0.393,1.513,7.963,-1.798,NDE,NDE
Ref_259_comp5402_c0_seq1,23.226,30.778,36.89,27.341,31.843,36.552,30.564,37.386,42.218,23.863,31.537,36.769,15.206,8.415,23.606,34.575,22.679,-0.613,NDE,NDE
Ref_259_comp14206_c0_seq1,2.391,6.25,7.234,4.354,4.277,5.709,3.092,2.077,3.29,6.335,3.084,5.222,3.913,11.777,4.67,4.05,6.812,0.218,NDE,NDE
Ref_25_comp23739_c0_seq1,2.191,1.6,0.887,0.719,1.015,1.373,1.719,2.072,1.848,1.14,1.346,1.781,1.541,1.564,1.659,1.068,1.763,-0.154,NDE,NDE
Ref_220_comp4764_c0_seq1,0,15.345,0,0.062,19.411,15.79,0.461,0.06,17.607,27.146,19.024,0.07,21.219,16.693,23.222,19.873,16.947,0.999,NDE,NDE
Ref_25_comp21148_c0_seq1,1.247,1.304,1.344,1.368,1.581,2.653,2.159,0.507,1.066,1.099,1.076,1.925,0.921,2.041,3.401,1.619,4.181,0.159,NDE,NDE
Ref_259_comp12489_c0_seq1,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,#NAME?,NDE,NDE
Ref_259_comp14776_c0_seq1,0.129,2.844,2.313,1.792,0.953,1.274,1.286,0.837,1.034,0.961,1.473,1.398,1.452,2.979,0.492,1.444,2.007,0.032,NDE,NDE
Ref_259_comp17470_c0_seq1,2.063,2.804,2.805,2.794,1.435,1.033,2.333,0.653,1.727,1.382,1.038,1.905,1.995,3.961,3.291,2.195,3.128,0.115,NDE,NDE
Ref_080R_comp20338_c0_seq1,1.174,8.49,1.435,5.301,9.654,15.441,2.44,2.8,20.744,4.09,2.048,11.398,0.757,18.447,44.515,13.174,5.669,0.619,NDE,NDE
Ref_259_comp2975_c1_seq1,17.931,1.335,16.812,28.246,5.999,1.039,19.356,27.043,5.348,1.889,1.833,24.909,1.53,1.332,1.499,1.167,1.009,-1.763,NDE,NDE
Ref_259_comp8939_c0_seq1,4.55,9.042,14.826,5.931,8.219,13.827,4.593,1.745,9.07,3.912,5.122,15.327,6.759,7.956,9.261,5.636,8.041,-0.228,NDE,NDE
Ref_220_comp24427_c0_seq1,3.035,3.448,2.611,1.202,2.561,2.09,2.042,2.164,1.995,2.384,1.567,2.652,1.802,2.912,1.833,1.693,2.812,-0.237,NDE,NDE
Ref_259_comp16225_c0_seq1,0.474,0.695,1.058,0.208,0.228,0.29,0.395,0.343,0.159,0.32,0.582,0.48,0.51,0.693,0.286,0.345,0.338,-0.103,NDE,NDE
Ref_259_comp32014_c0_seq1,1.563,0.339,0.956,0.54,0.243,1.052,1.047,1.969,0.678,1.209,1.796,0.647,1.021,1.244,0.503,1.053,0.977,0.127,NDE,NDE
Ref_080R_comp4969_c0_seq1,5.419,19.819,4.5,12.394,8.91,17.501,19.787,2.8,9.029,10.534,10.796,11.321,6.882,8.607,10.065,18.408,13.247,-0.122,NDE,NDE
Ref_220_comp20901_c0_seq1,1.173,2.487,0.562,3.236,1.929,1.581,2.604,6.356,11.977,3.242,1.847,2.83,6.932,1.28,1.662,1.543,2.097,-0.483,NDE,NDE
Ref_220_comp1400_c0_seq1,0.322,5.167,0.116,0.363,0.529,0.205,0.514,0.174,3.587,8.001,0.351,0.616,8.035,5.639,0.547,0.2,7.279,1.695,NDE,NDE
Ref_259_comp2815_c0_seq1,44.786,56.728,66.098,58.314,44.513,67.129,32.239,47.126,46.756,59.202,63.038,64.408,55.422,47.185,37.204,43.936,55.011,-0.075,NDE,NDE
Ref_220_comp4972_c1_seq1,0,1.916,0,0.842,0.811,1.47,1.472,0.071,0.881,0.982,1.076,1.008,0.636,0.554,0.839,1.599,0,0.018,NDE,NDE
Ref_25_comp21271_c0_seq1,3.14,0.597,3.751,1.469,1.605,1.734,2.102,1.931,2.196,3.378,1.203,1.734,2.736,1.19,1.587,2.433,1.366,-0.255,NDE,NDE
Ref_259_comp26170_c0_seq1,0.854,1.032,1.29,0.315,0.444,0.968,0.265,0.85,0.389,0.975,0.836,1.024,0.505,0.586,0.503,0.424,0.876,-0.27,NDE,NDE
Ref_220_comp13987_c0_seq1,26.055,25.883,25.361,13.972,16.482,16.041,21.705,17.421,11.292,13.79,31.569,16.696,19.282,32.913,25.717,19.492,25.926,0.139,NDE,NDE
Ref_259_comp2924_c0_seq1,1.136,0.449,1.807,0.182,0.858,0.143,1.459,1.696,0.615,1.158,1.117,0.262,0.901,1.567,0.855,0.72,1.424,0.108,NDE,NDE
Ref_080R_comp10631_c0_seq1,0,0,0,0,8.231,4.067,4.364,0,5.887,4.67,0,0,3.117,5.904,0,0,6.751,-0.09,NDE,NDE
Ref_080R_comp10098_c0_seq1,0.912,6.642,14.259,4.29,6.938,7.279,8.566,6.674,8.75,4.256,6.712,4.952,2.941,3.519,4.071,6.824,5.047,-0.734,NDE,NDE
Ref_220_comp12835_c0_seq1,0.626,2.882,0.019,0.157,2.317,0.766,1.335,0.057,2.049,4.09,2.958,3,2.86,3.587,2.085,3.285,1.522,1.281,NDE,NDE
Ref_220_comp14793_c0_seq1,2.815,6.257,1.733,4.008,7.437,5.004,1.526,1.634,2.601,4.001,4.601,1.412,2.754,9.022,11.277,4.761,5.055,0.431,NDE,NDE
Ref_220_comp22003_c0_seq1,0.381,0.239,0,0.143,0.039,0,0,0,0.382,0,0,0,0.383,0,0,0,0.048,-1.485,NDE,NDE
Ref_220_comp29689_c0_seq1,1.804,0.866,0.873,0.59,0.645,0.851,0.501,1.87,0.979,0.683,0.855,0.601,1.264,0.77,0.666,0.684,1.499,-0.294,NDE,NDE
Ref_220_comp29952_c1_seq1,1.195,0.626,0.971,0.235,0.384,1.095,0.664,1.351,0.417,1.034,1.076,0.995,0.586,0.875,0.883,1.976,1.307,0.349,NDE,NDE
Ref_220_comp35800_c0_seq1,0.334,0.67,0.072,0,0.055,0,1.066,0.145,0.714,0.581,0,0.256,0.215,0.094,0.51,0.416,0.537,-0.048,NDE,NDE
Ref_25_comp12698_c0_seq1,0,0,0,0.233,0,0,0.082,0,0,0.128,0.225,0,0,0.289,0.175,0.321,0,-1.401,NDE,NDE
Ref_25_comp28528_c0_seq1,0.621,1.621,1.249,0.748,1.429,1.031,1.191,1.346,1.44,0.927,0.812,1.428,1.001,1.568,1.583,0.774,1.749,-0.091,NDE,NDE
Ref_25_comp29424_c1_seq1,0.676,0.091,0.356,0.441,0,0,0.36,0.342,0,0.28,0.197,0.115,0.073,0.316,0.268,0.253,0.272,-0.298,NDE,NDE
Ref_25_comp3307_c0_seq1,39.126,43.809,39.985,32.929,39.066,40.852,43.665,54.333,51.791,63.776,45.015,40.599,51.075,41.857,50.878,47.786,48.279,0.026,NDE,NDE
Ref_25_comp42836_c0_seq1,0,0,0.172,0.135,0.049,0.076,0,0.454,0.053,0.074,0.13,0.076,0.096,0,0.102,0,0.06,-0.953,NDE,NDE
Ref_25_comp5124_c0_seq1,3.187,22.499,15.546,7.713,5.294,8.472,7.771,1.317,5.804,2.983,6.159,4.909,2.753,19.953,3.351,6.983,16.754,-0.369,NDE,NDE
Ref_259_comp10913_c0_seq1,12.783,10.488,12.405,8.619,6.696,9.55,10.273,12.362,8.189,9.646,10.788,13.34,9.476,10.228,9.54,9.985,12.404,-0.1,NDE,NDE
Ref_259_comp10947_c0_seq1,12.4,13.848,11.626,8.606,12.211,8.571,9.696,13.113,11.89,14.845,13.189,14.947,13.838,12.415,13.892,10.745,16.539,0.128,NDE,NDE
Ref_259_comp17109_c0_seq1,1.225,4.919,6.184,0.776,1.007,2.263,0.206,0.419,2.818,0.401,1.054,3.458,0.623,3.797,1.644,0.924,5.316,-0.238,NDE,NDE
Ref_259_comp24484_c0_seq1,0.69,0.48,1.354,1.517,0.349,1.118,0.721,0.805,0.284,0.198,1.33,0.678,0.257,0.521,1.128,0.496,0.747,-0.492,NDE,NDE
Ref_259_comp27805_c0_seq1,3.92,1.918,1.336,0.303,0.744,0.128,0.562,1.416,0.897,2.375,0.219,0.642,3.24,0.705,2.99,2.255,2.629,0.438,NDE,NDE
Ref_259_comp28100_c0_seq1,1.744,1.035,1.324,0.895,0.619,0.683,0.728,2.019,1.096,1.183,1.08,1.215,0.83,1.167,0.741,1.112,1.595,-0.105,NDE,NDE
Ref_259_comp28883_c0_seq1,1.099,1.165,1.316,0.413,0.753,1.403,0.732,1.588,0.926,0.759,0.732,1.716,0.689,1.028,1.609,1.37,2.211,0.133,NDE,NDE
Ref_259_comp30948_c0_seq1,0.598,0.687,1.106,0.707,0.351,1.037,1.093,1.76,0.534,1.17,1.304,0.546,0.551,0.599,0.509,1.066,1.032,-0.124,NDE,NDE
Ref_259_comp9672_c0_seq1,2.844,2.971,3.889,1.303,1.471,2.414,0.265,5.381,1.944,1.705,1.699,3.336,2.21,2.024,1.681,1.736,2.018,-0.36,NDE,NDE
Ref_259_comp2242_c0_seq1,18.853,79.691,65.213,39.653,51.062,29.396,35.4,20.994,52.563,51.194,44.16,49.151,23.276,73.673,30.305,53.978,51.908,-0.097,NDE,NDE
Ref_259_comp10484_c0_seq1,11.96,11.284,9.58,12.412,13.428,11.792,12.476,18.331,10.96,20.259,13.06,14.472,14.212,10.377,13.448,14.313,14.416,0.07,NDE,NDE
Ref_25_comp28239_c0_seq1,0.625,0.09,0,0.168,0.294,0.2,0.107,0,0.438,0,0.73,0.285,0,0,0,0,0,-1.127,NDE,NDE
Ref_080R_comp7455_c0_seq1,14.449,14.96,19.552,12.666,16.023,15.745,15.502,22.292,17.348,21.107,18.79,15.579,17.555,14.52,19.511,14.336,17.611,-0.098,NDE,NDE
Ref_259_comp2419_c0_seq1,73.718,79.859,67.217,46.236,84.887,75.049,54.434,101.854,73.272,95.084,71.466,77.111,58.858,56.684,85.439,92.028,85.307,-0.075,NDE,NDE
Ref_25_comp14228_c0_seq1,2.157,13.553,2.296,1.803,2.429,2.6,2.361,0.779,3.919,4.371,1.828,2.244,1.931,16.355,5.702,3.684,18.477,0.848,NDE,NDE
Ref_080R_comp18401_c0_seq1,10.669,16.285,31.38,9.919,19.038,4.982,5.129,8.929,19.809,14.672,5.672,15.175,6.29,32.236,5.16,8.271,33.498,0.033,NDE,NDE
Ref_25_comp10088_c0_seq1,10.803,9.678,10.071,5.138,6.947,7.165,9.048,10.271,7.514,10.603,10.082,10.202,7.463,8.409,6.804,7.626,9.809,-0.079,NDE,NDE
Ref_25_comp9756_c0_seq1,14.837,20.456,11.397,18.244,14.746,22.544,6.591,5.159,8.05,7.781,9.533,16.898,15.434,20.963,13.786,5.555,18.263,-0.216,NDE,NDE
Ref_259_comp11034_c0_seq1,9.806,7.061,10.427,6.632,8.957,8.472,11.397,9.553,6.627,10.718,16.517,9.108,11.812,7.64,15.153,14.322,7.97,0.222,NDE,NDE
Ref_259_comp2994_c0_seq1,112.615,65.641,49.785,48.435,95.72,73.23,53.53,57.146,85.307,56.012,35.178,108.268,61.678,66.003,125.691,65.936,42.159,-0.128,NDE,NDE
Ref_259_comp9334_c0_seq1,17.688,22.356,15.681,8.728,14.968,11.92,10.226,20.238,16.708,17.988,18.427,19.533,13.917,14.665,9.329,9.792,16.481,-0.133,NDE,NDE
Ref_259_comp22460_c0_seq1,1.103,3.887,2.098,1.464,1.493,1.836,0.795,0.258,1.35,0.538,0.33,1.132,0.732,5.065,1.231,1.051,11.897,0.695,NDE,NDE
Ref_080R_comp1175_c0_seq1,14.118,9.132,6.495,15.251,8.732,4.718,45.372,7.673,26.473,7.789,11.046,7.941,7.56,7.573,9.949,4.979,5.965,-1.04,NDE,NDE
Ref_220_comp7708_c0_seq1,19.97,26.406,24.384,16.811,16.397,22.402,19.003,19.328,23.205,30.921,23.307,25.443,26.04,26.528,21.965,20.918,25.293,0.078,NDE,NDE
Ref_259_comp27717_c0_seq1,0.857,1.911,1.487,0.501,1.408,0.577,0.646,1.289,1.274,1.065,0.519,2.735,0.92,1.068,1.537,1.453,1.484,0.105,NDE,NDE
Ref_259_comp10085_c0_seq1,8.723,12.811,11.355,9.612,7.114,10.403,10.578,10.434,8.377,10.083,13.011,10.79,8.903,11.082,9.914,9.498,13.022,-0.045,NDE,NDE
Ref_25_comp6430_c0_seq1,15.403,14.046,20.485,9.25,10.862,12.853,13.691,13.092,14.686,13.885,15.825,16.287,17.535,10.256,13.721,11.207,15.029,-0.161,NDE,NDE
Ref_25_comp5375_c0_seq1,18.415,26.973,18.456,20.7,21.283,33.065,22.677,22.185,15.751,28.629,22.992,21.684,17.325,29.738,15.996,13.114,32.847,-0.201,NDE,NDE
Ref_220_comp3321_c0_seq1,2.608,0.794,0.484,0.639,0.53,0.617,0.421,3.461,0.418,0.437,3.354,1.722,1.653,7.192,4.309,0.895,2.947,1.191,NDE,NDE
Ref_080R_comp14200_c0_seq1,0.358,1.977,1.801,2.155,2.061,2.057,2.289,3.298,1.437,1.336,3.122,2.515,2.885,1.758,3.652,2.678,3.061,0.295,NDE,NDE
Ref_080R_comp16974_c0_seq1,6.403,0.964,0.943,4.239,2.527,1.308,5.474,3.192,4.798,2.469,2.303,1.635,1.238,0.449,2.993,3.152,2.061,-0.759,NDE,NDE
Ref_080R_comp17256_c0_seq1,3.558,3.387,4.421,6.275,3.717,3.904,5.272,5.302,4.662,3.919,3.838,3.408,4.54,3.483,5.702,5.544,3.84,-0.207,NDE,NDE
Ref_080R_comp23352_c0_seq1,59.318,0.049,0.017,0.365,13.267,0,2.401,6.932,48.465,24.11,0.264,28.965,46.702,0.68,0.906,0.604,7.945,-0.112,NDE,NDE
Ref_080R_comp9523_c0_seq1,15.051,28.546,19.749,13.923,15.721,13.296,12.637,10.44,16.411,17.138,15.929,21.079,16.112,34.264,17.705,15.77,31.227,0.214,NDE,NDE
Ref_220_comp11385_c0_seq1,0,0.302,0.036,0,0,0,0,0,0.179,0.25,0.109,0.384,0,0.844,0.341,0.063,0.101,2.305,NDE,NDE
Ref_220_comp15508_c0_seq1,7.141,4.358,6.87,3.723,3.854,4.405,5.619,7.455,7.183,8.503,6.765,6.902,7.275,4.414,4.058,4.856,5.021,-0.076,NDE,NDE
Ref_220_comp24547_c0_seq1,0.497,0.499,0.214,0.15,0.164,0.254,0.238,0,0.444,0.619,0.434,0.254,0,0.697,0.254,0.372,0.6,0.489,NDE,NDE
Ref_220_comp27109_c0_seq1,1.094,0.549,1.916,0.72,2.136,1.396,1.967,1.185,3.781,2.211,1.192,1.921,1.322,2.301,1.511,1.704,1.65,-0.097,NDE,NDE
Ref_220_comp3125_c0_seq1,0,19.479,0.132,18.401,20.862,18.545,16.604,0.199,22.886,17.04,0,0.117,0.445,17.409,17.583,0.115,20.067,-0.817,NDE,NDE
Ref_25_comp15443_c0_seq1,2.394,0.362,0.907,0.592,0.916,0.565,0.603,0.995,1.433,0.571,1.715,1.884,2.061,0.828,2.369,0.858,0.824,0.378,NDE,NDE
Ref_25_comp19331_c0_seq1,2.157,5.61,4.508,0.885,2.74,0.751,1.723,5.417,2.624,5.486,2.885,10.516,3.159,4.262,4.999,2.566,2.859,0.495,NDE,NDE
Ref_25_comp19369_c0_seq1,0.135,0,0,0.102,0.111,0.173,0,0.439,0.241,0,0,0,0,0,0.46,0.084,0.136,-0.875,NDE,NDE
Ref_25_comp7913_c0_seq1,11.763,13.386,12.678,6.962,11.282,11.412,9.086,11.302,10.844,11.217,11.966,12.619,16.303,14.188,12.064,11.095,16.879,0.103,NDE,NDE
Ref_259_comp14049_c0_seq1,3.662,22.314,7.446,5.01,6.672,5.631,6.318,3.653,7.463,4.038,3.856,9.089,4.829,17.919,5.73,5.136,15.655,0.037,NDE,NDE
Ref_259_comp16377_c0_seq1,1.53,4.269,5.132,2.559,1.817,2.496,2.582,2.027,4.399,4.442,2.595,3.258,3.014,3.339,5.203,3.603,4.96,0.173,NDE,NDE
Ref_259_comp5838_c0_seq1,15.132,14.051,14.062,8.475,12.346,7.48,13.455,14.425,11.977,15.142,13.516,14.094,16.502,11.808,16.922,15.884,15.448,0.168,NDE,NDE
Ref_259_comp6981_c0_seq1,1.13,7.615,8.697,5.464,9.154,2.163,4.384,8.569,1.728,4.416,18.468,13.808,13.263,4.979,21.259,9.555,5.518,0.76,NDE,NDE
Ref_220_comp12520_c0_seq1,3.628,0.993,0.186,0.461,2.053,0.421,0.339,0.97,4.035,1.817,0.205,1.625,4.935,1.718,1.682,1.057,1.564,0.28,NDE,NDE
Ref_220_comp24785_c0_seq1,1.443,2.242,2.135,2.481,0.988,1.074,2.471,2.01,2.973,0.47,1.648,1.843,0.83,3.035,2.774,1.499,2.453,-0.224,NDE,NDE
Ref_259_comp12422_c0_seq1,10.742,9.348,14.28,7.678,8.978,6.971,9.442,8.73,8.944,11.802,8.781,12.118,8.079,9.039,10.043,12.386,11.524,0.001,NDE,NDE
Ref_259_comp4314_c0_seq1,14.417,13.671,26.069,10.792,10.144,9.121,12.35,16.334,17.041,22.874,8.84,10.009,8.313,44.402,21.424,22.276,32.392,0.283,NDE,NDE
Ref_220_comp6128_c0_seq1,0.139,0.308,0,0.094,0.344,0.009,0.156,2.143,0.037,0.191,0.364,0.249,0.045,0.039,0.047,0.252,0.098,-1.119,NDE,NDE
Ref_25_comp14443_c0_seq1,7.745,9.216,8.002,5.015,5.857,6.528,7.452,6.743,5.696,7.886,6.653,7.852,7.741,7.214,6.884,6.218,7.908,-0.054,NDE,NDE
Ref_080R_comp13908_c0_seq1,11.365,10.888,12.223,7.617,7.079,8.616,8.625,7.744,8.611,12.067,9.357,9.887,11.597,10.997,11.156,7.763,11.231,0.05,NDE,NDE
Ref_220_comp7456_c0_seq1,11.17,11.806,12.483,8.957,10.029,8.518,10.006,10.321,11.932,14.113,9.515,10.399,12.648,15.707,11.542,10.882,13.511,0.051,NDE,NDE
Ref_080R_comp5729_c0_seq1,24.148,23.255,22.239,19.85,19.984,27.115,25.5,35.546,25.761,36.96,24.045,28.758,27.953,24.812,19.306,21.513,29.204,-0.043,NDE,NDE
Ref_259_comp4063_c0_seq1,0,0.033,0.048,0,0,0.043,0.133,0.036,0,0.083,0,0.043,0,0,0.028,0,0,-0.83,NDE,NDE
Ref_220_comp4074_c0_seq1,0.547,26.77,5.232,1.389,6.182,3.076,2.567,1,3.568,7.44,4.21,6.941,3.636,41.323,2.789,5.411,22.552,1.026,NDE,NDE
Ref_080R_comp13633_c0_seq1,8.047,0.132,0.237,0.893,1.157,2.919,9.346,0.048,2.393,1.805,1.486,4.942,1.346,0,4.036,0.384,1.282,-0.726,NDE,NDE
Ref_080R_comp6415_c0_seq1,23.564,42.353,28.704,19.241,22.915,18.517,23.646,18.714,26.755,23.486,26.114,23.878,13.084,48.143,16.97,14.9,41.706,-0.059,NDE,NDE
Ref_080R_comp2021_c0_seq1,1.564,3.818,3.647,5.03,0.983,3.68,2.475,2.825,1.313,2.708,1.471,2.115,1.631,1.548,1.642,2.236,1.542,-0.776,NDE,NDE
Ref_25_comp19673_c0_seq1,5.173,1.781,2.31,2.113,3.584,1.226,4.015,4.965,2.044,3.677,2.497,3.398,3.216,0.622,4.397,3.04,2.973,-0.166,NDE,NDE
Ref_080R_comp13819_c0_seq1,4.233,5.661,4.446,2.643,2.843,4.53,3.109,2.206,3.021,4.458,5.104,4.279,3.28,7.124,2.939,3.267,5.978,0.133,NDE,NDE
Ref_259_comp2408_c0_seq1,3.772,13.912,53.899,2.347,2.028,15.373,4.348,1.336,21.94,7.85,6.562,11.766,4.91,9.259,28.485,14.423,10.726,-0.298,NDE,NDE
Ref_080R_comp1388_c0_seq1,53.07,0.5,0.125,100.832,0.737,67.206,75.343,0.27,65.066,84.645,90.559,118.512,73.89,65.073,46.966,0.527,91.98,0.513,NDE,NDE
Ref_259_comp8265_c0_seq1,5.576,4.27,7.046,5.44,4.196,8.415,2.568,6.094,2.487,7.582,8.756,7.182,6.93,5.103,3.333,2.533,10.171,0.217,NDE,NDE
Ref_080R_comp3868_c0_seq1,6.505,42.698,21.562,12.234,23.411,23.532,26.14,7.966,24.284,18.424,13.285,17.661,10.878,56.765,21.996,22.381,29.769,0.117,NDE,NDE
Ref_080R_comp8102_c0_seq1,1.155,6.011,0.796,7.501,5.638,5.807,8.531,0.409,4.289,1.759,0.642,0.752,1.215,10.71,6.731,4.289,4.48,-0.321,NDE,NDE
Ref_220_comp74_c0_seq1,175.162,108.384,19.525,99.828,116.243,115.935,157.088,9.83,96.859,18.559,135.483,112.325,102.363,70.321,22.179,16.972,18.964,-0.732,NDE,NDE
Ref_259_comp4768_c0_seq1,35.106,28.582,37.958,23.31,33.187,26.195,39.304,45.926,28.177,40.536,39.613,34.77,34.906,24.5,33.569,33.477,34.802,-0.078,NDE,NDE
Ref_259_comp5419_c0_seq1,19.607,29.554,32.543,19.961,18.666,25.926,20.773,21.457,29.412,24.568,21.211,28.812,23.327,29.467,20.244,24.953,31.26,-0.107,NDE,NDE
Ref_259_comp5263_c0_seq1,19.395,20.241,31.311,18.193,19.627,24.661,21.314,22.065,21.345,22.414,25.744,22.949,20.755,19.348,23.623,20.622,24.422,-0.132,NDE,NDE
Ref_220_comp21792_c0_seq1,0.053,0.803,0,0.862,0.175,1.14,0,0,0.285,0.133,0.232,1.6,0.258,0.112,0.227,0.914,0.241,-0.122,NDE,NDE
Ref_220_comp29943_c0_seq1,0.533,1.07,1.963,0.802,1.753,1.531,2.449,2.888,0.832,1.492,1.307,1.362,2.148,1.682,1.586,1.495,1.34,-0.106,NDE,NDE
Ref_220_comp2444_c0_seq1,65.178,81.891,108.672,79.182,72.416,110.353,82.551,70.294,72.554,67.516,73.227,71.989,58.9,86.263,71.55,74.477,70.022,-0.348,NDE,NDE
Ref_25_comp18288_c0_seq1,3.576,4.537,3.909,3.301,3.473,4.404,2.809,3.59,1.925,3.075,4.869,5.02,3.184,4.561,2.988,2.955,4.809,0.026,NDE,NDE
Ref_259_comp31833_c0_seq1,0.345,0.485,0.707,0.234,0.426,0.485,0.745,0.973,0.647,0.773,0.263,0.088,0.723,2.325,0.352,0.387,0.521,0.196,NDE,NDE
Ref_25_comp133_c0_seq1,48.5,9.754,329.823,8.49,12.887,26.446,22.64,40.274,8.163,21.48,93.178,15.79,5.456,29.382,1.042,1.789,50.58,-2.157,NDE,NDE
Ref_080R_comp19350_c0_seq1,5.354,2.912,3.7,4.168,1.681,2.017,3.506,2.619,1.393,1.942,6.768,3.561,1.977,4.589,2.686,3.661,1.87,0.047,NDE,NDE
Ref_259_comp5745_c0_seq1,1.144,4.274,2.33,1.091,1.677,3.635,2.044,1.188,1.441,1.965,4.96,1.897,1.083,4.316,1.734,2.197,1.897,0.262,NDE,NDE
Ref_25_comp36971_c0_seq1,0.442,0.887,0.349,0.598,0.073,0.226,0.282,0.287,0.709,0.769,0.578,0.564,1.424,0.62,0.751,0.826,1.244,0.806,NDE,NDE
Ref_080R_comp18048_c0_seq1,0.329,0.86,0,0,1.138,0.168,3.528,0,0.118,0.656,1.795,0.252,0.531,0,1.064,0.862,0.663,0.112,NDE,NDE
Ref_25_comp20353_c0_seq1,4.28,4.781,5.376,3.924,3.448,6.748,2.016,4.208,1.896,2.961,6.332,7.058,2.238,7.552,2.385,1.749,8.951,0.119,NDE,NDE
Ref_259_comp20062_c0_seq1,0.354,1.953,2.223,0,0.242,0.113,0,0,0,0.293,0.385,3.312,0,0.165,0.701,0.294,0.474,0.51,NDE,NDE
